id_producto,titulo,categoria
230,Riannon,smartphone
979,Zia,no_smartphone2
9,Gretal,no_smartphone1
979,Bobinette,smartphone
572,Lily,no_smartphone1
266,Kayla,no_smartphone2
547,Shauna,smartphone
923,Winny,no_smartphone1
517,Minda,smartphone
426,Corly,no_smartphone2
393,Yetty,no_smartphone2
760,Kathy,no_smartphone2
983,Norine,no_smartphone1
345,Andree,smartphone
995,Jacenta,smartphone
587,Lorenza,no_smartphone2
547,Winny,smartphone
394,Florie,smartphone
123,Lindie,smartphone
736,Molli,no_smartphone3
440,Cristabel,no_smartphone3
488,Barbara,no_smartphone3
133,Norine,no_smartphone1
577,Brianna,no_smartphone2
77,Hannis,no_smartphone1
867,Rochette,no_smartphone1
108,Sue,no_smartphone3
846,Ekaterina,no_smartphone3
716,Candi,no_smartphone2
747,Cecile,no_smartphone3
500,Pollyanna,no_smartphone3
43,Goldie,no_smartphone3
195,Goldie,no_smartphone1
481,Kellen,no_smartphone2
693,Tressa,smartphone
699,Annaliese,no_smartphone2
49,Krystle,smartphone
321,Brandise,smartphone
814,Phylis,no_smartphone1
793,Kellen,no_smartphone1
348,Vevay,no_smartphone1
291,Goldie,no_smartphone3
543,Annice,no_smartphone3
256,Candi,no_smartphone2
851,Maryellen,no_smartphone1
690,Paule,no_smartphone2
789,Ulrike,no_smartphone1
447,Leona,no_smartphone2
794,Kore,no_smartphone2
949,Clarice,no_smartphone2
429,Nollie,smartphone
315,Lorenza,smartphone
554,Sandie,smartphone
325,Melisent,no_smartphone1
284,Calla,no_smartphone3
990,Edee,no_smartphone1
985,Johna,smartphone
310,Judy,no_smartphone3
64,Jinny,smartphone
901,June,no_smartphone3
272,Halette,no_smartphone1
593,Rayna,smartphone
608,Elvira,no_smartphone1
296,Rori,no_smartphone2
839,Audrie,smartphone
358,Ricky,no_smartphone1
968,Hannis,smartphone
665,Devina,no_smartphone2
615,Henriette,no_smartphone2
974,Viki,smartphone
123,Trixi,no_smartphone2
216,Roxane,no_smartphone2
355,Jerry,smartphone
67,Annecorinne,no_smartphone3
320,Genevra,no_smartphone1
82,Karolina,no_smartphone1
685,Brietta,no_smartphone3
898,Charissa,no_smartphone1
214,Kristan,smartphone
463,Chickie,no_smartphone2
721,Rebeca,no_smartphone1
319,Debee,no_smartphone3
191,Loree,no_smartphone2
299,Winifred,no_smartphone2
283,Lusa,smartphone
602,Kaja,no_smartphone2
320,Tabbatha,no_smartphone1
756,Ann-Marie,no_smartphone1
558,Dianemarie,no_smartphone1
913,Robbi,no_smartphone1
283,Kristina,no_smartphone1
688,Sophia,no_smartphone3
810,Constance,no_smartphone1
525,Dorene,no_smartphone2
450,Marline,no_smartphone1
82,Melina,no_smartphone1
536,Elyssa,no_smartphone2
903,Patricia,no_smartphone2
634,Brietta,no_smartphone3
26,Aili,no_smartphone2
362,Atlanta,smartphone
62,Alejandra,no_smartphone2
854,Maud,no_smartphone3
221,Marline,no_smartphone1
224,Micheline,no_smartphone1
59,Susette,smartphone
927,Bernie,smartphone
57,Valera,no_smartphone3
468,Zondra,no_smartphone3
515,Frank,no_smartphone1
60,Antonietta,smartphone
424,Charmaine,no_smartphone2
984,Leontine,no_smartphone3
526,Belva,no_smartphone3
553,Georgetta,no_smartphone2
634,Jaclyn,no_smartphone1
471,Arlina,no_smartphone1
704,Mahalia,no_smartphone2
368,Elie,no_smartphone3
524,Lesly,no_smartphone2
322,Orelia,no_smartphone3
367,Jobi,smartphone
694,Blake,no_smartphone2
503,Annabela,no_smartphone2
135,Quintina,no_smartphone1
985,Claudina,smartphone
124,Gerianna,no_smartphone2
968,Augustine,no_smartphone1
254,Cherilyn,smartphone
696,Marnia,no_smartphone1
163,Adriana,smartphone
551,Kate,no_smartphone1
547,Mariele,no_smartphone1
533,Lynea,smartphone
9,Briney,no_smartphone3
922,Brena,no_smartphone2
134,Clarice,no_smartphone2
240,Juliane,no_smartphone1
21,Vanessa,no_smartphone2
809,Annice,no_smartphone3
703,Mara,no_smartphone2
863,Hope,no_smartphone2
933,Goldie,no_smartphone1
892,Maurene,no_smartphone1
126,Xylina,no_smartphone3
887,Caritta,no_smartphone1
714,Johna,no_smartphone1
175,Letizia,smartphone
127,Elvira,no_smartphone3
86,Lyssa,smartphone
63,Ricky,smartphone
753,Kylynn,no_smartphone2
944,Jackie,no_smartphone1
152,Gerrie,no_smartphone1
570,Atlanta,no_smartphone1
705,Minda,smartphone
706,Madeleine,no_smartphone2
571,Brianna,no_smartphone3
843,Gertrud,smartphone
906,Nananne,no_smartphone1
958,Lesly,no_smartphone3
911,Dianemarie,no_smartphone3
537,Fina,smartphone
457,Janeczka,no_smartphone3
833,Yolane,no_smartphone3
59,Belinda,no_smartphone2
937,Chere,no_smartphone3
960,Corene,no_smartphone3
647,Drucie,no_smartphone1
295,Darlleen,no_smartphone3
974,Estell,no_smartphone1
600,Rosaline,smartphone
303,Vinita,no_smartphone1
696,Maryellen,no_smartphone3
453,Beth,no_smartphone3
81,Yvonne,smartphone
981,Goldie,no_smartphone2
896,Amelia,no_smartphone2
511,Cathie,no_smartphone1
50,Katharina,no_smartphone1
659,Lory,no_smartphone2
644,Jacenta,smartphone
174,Kara-Lynn,no_smartphone1
497,Nariko,no_smartphone2
777,Jobi,no_smartphone3
459,Cristine,no_smartphone3
612,Margette,no_smartphone3
231,Talya,no_smartphone2
45,Misha,no_smartphone1
199,Jessy,no_smartphone1
971,Kial,no_smartphone1
809,Florencia,no_smartphone3
879,Raf,no_smartphone3
46,Sophia,no_smartphone3
685,Moyna,no_smartphone1
662,Miquela,smartphone
103,Gertrud,no_smartphone3
905,Danny,no_smartphone2
198,Gertrud,no_smartphone1
790,Concettina,no_smartphone3
120,Lorenza,no_smartphone2
484,Ardeen,no_smartphone1
841,Bee,no_smartphone3
847,Kaia,no_smartphone3
390,Tera,smartphone
203,Keelia,no_smartphone2
758,Arlena,no_smartphone2
410,Candi,no_smartphone2
233,Magdalena,no_smartphone3
780,Edyth,no_smartphone1
785,Oona,no_smartphone3
57,Tami,no_smartphone2
930,Randa,no_smartphone2
71,Marcelline,no_smartphone2
929,Fanchon,no_smartphone1
611,Merry,no_smartphone1
271,Edee,smartphone
192,Tamqrah,smartphone
932,Christian,no_smartphone3
269,Ardenia,no_smartphone2
175,Tonia,smartphone
229,Janey,no_smartphone2
789,Kylynn,no_smartphone2
122,Alia,no_smartphone2
25,Nadine,smartphone
35,Joleen,no_smartphone2
138,Nanete,no_smartphone3
884,Therine,no_smartphone3
293,Brandise,no_smartphone2
368,Kore,no_smartphone3
760,Dotty,smartphone
529,Correy,no_smartphone3
754,Maridel,no_smartphone2
214,Sybille,no_smartphone1
847,Annice,no_smartphone3
5,Nannie,no_smartphone3
305,Leia,no_smartphone2
800,Genevra,no_smartphone3
660,Hildegaard,no_smartphone1
473,Lyssa,no_smartphone2
359,Tierney,no_smartphone1
425,Letizia,no_smartphone2
703,Kathy,no_smartphone1
24,Dagmar,no_smartphone1
605,Amii,smartphone
193,Raquela,no_smartphone2
993,Kylynn,no_smartphone3
318,Lucy,no_smartphone2
921,Caritta,no_smartphone3
432,Roseline,smartphone
814,Annora,no_smartphone1
694,Merle,no_smartphone3
290,Cissiee,no_smartphone2
622,Marcelline,no_smartphone3
99,Esmeralda,no_smartphone1
498,Alyda,no_smartphone3
211,Heida,no_smartphone2
623,Kittie,no_smartphone3
222,Betta,smartphone
179,Cyb,no_smartphone3
289,Codie,smartphone
745,Sandie,no_smartphone3
509,Sharai,no_smartphone2
879,Candi,no_smartphone3
304,Fidelia,smartphone
955,Madeleine,no_smartphone3
16,Dawn,smartphone
42,Emmey,no_smartphone2
4,Jinny,smartphone
841,Merry,no_smartphone2
291,Sybille,no_smartphone3
659,Karolina,no_smartphone3
672,Gretal,no_smartphone2
163,Dorene,no_smartphone3
845,Courtnay,no_smartphone2
808,Darci,no_smartphone1
991,Grier,no_smartphone1
255,Barbara,no_smartphone2
181,Dennie,smartphone
795,Lucille,no_smartphone2
583,Iseabal,no_smartphone1
986,Joane,smartphone
42,Roberta,no_smartphone1
748,Elora,no_smartphone1
778,Betta,smartphone
814,Aimil,smartphone
364,Carmela,no_smartphone1
895,Cyb,smartphone
106,Cyb,smartphone
50,Harrietta,no_smartphone1
786,Linzy,no_smartphone2
904,Hayley,no_smartphone3
299,Katuscha,no_smartphone1
417,Marcelline,no_smartphone1
77,Rayna,smartphone
350,Zsa Zsa,no_smartphone2
448,Laure,smartphone
23,Jeanna,no_smartphone3
309,Steffane,smartphone
355,Claresta,smartphone
956,Lesly,smartphone
350,Carlie,no_smartphone3
514,Mara,smartphone
580,Estell,no_smartphone3
367,Mariele,no_smartphone3
941,Averyl,no_smartphone1
856,Wendi,smartphone
396,Carmela,no_smartphone2
257,Calla,no_smartphone2
331,Jacenta,no_smartphone1
186,Latisha,no_smartphone3
421,Aeriela,no_smartphone2
757,Jenilee,no_smartphone1
870,Constance,no_smartphone3
206,Livvyy,smartphone
112,Juliane,smartphone
734,Pierette,no_smartphone1
709,Alyda,smartphone
531,Rivalee,smartphone
577,Kellen,no_smartphone3
104,Aili,no_smartphone3
427,Charlena,smartphone
928,Willetta,smartphone
888,Lelah,smartphone
119,Rosene,no_smartphone2
415,Marnia,no_smartphone2
174,Doralynne,no_smartphone1
605,Georgetta,no_smartphone1
594,Nelle,smartphone
110,Aryn,no_smartphone1
905,Ricky,no_smartphone3
295,Lorne,no_smartphone2
369,Belinda,no_smartphone1
535,Sadie,no_smartphone3
458,Mara,no_smartphone3
890,Lila,smartphone
390,Florencia,no_smartphone3
794,Corene,no_smartphone3
23,Joelly,no_smartphone1
567,Oralee,no_smartphone3
367,Susette,no_smartphone2
857,Ada,no_smartphone1
110,Shell,smartphone
654,Coral,no_smartphone3
825,Jenilee,smartphone
535,Rori,no_smartphone1
47,Brana,no_smartphone3
369,Dominga,smartphone
156,Viki,no_smartphone3
102,Cecile,no_smartphone3
14,Zia,smartphone
449,Trixi,no_smartphone1
466,Corina,no_smartphone1
605,Nickie,no_smartphone2
124,Nataline,no_smartphone1
68,Devina,smartphone
607,Natka,no_smartphone2
386,Teriann,no_smartphone3
390,Dione,no_smartphone2
554,Jessamyn,smartphone
940,Celestyna,no_smartphone1
431,Amii,no_smartphone3
96,Amara,no_smartphone3
482,Monika,no_smartphone3
293,Zondra,no_smartphone3
972,Lesly,no_smartphone2
642,Dyann,no_smartphone1
558,Mureil,no_smartphone3
976,Chastity,smartphone
951,Cassandra,no_smartphone1
438,Lexine,no_smartphone3
758,Miquela,no_smartphone1
423,Elka,no_smartphone1
826,Starla,no_smartphone2
273,Madalyn,no_smartphone2
360,Briney,no_smartphone1
926,Rhea,no_smartphone2
529,Louella,smartphone
549,Andeee,no_smartphone2
863,Jolyn,no_smartphone1
486,Neila,no_smartphone3
830,Janey,no_smartphone1
504,Lacie,no_smartphone1
476,Ardys,smartphone
759,Roberta,no_smartphone1
90,Jan,no_smartphone3
730,Leanna,smartphone
265,Dorene,no_smartphone2
825,Lelah,no_smartphone1
367,Hayley,smartphone
572,Marjie,smartphone
970,Charmaine,smartphone
203,Alisha,smartphone
769,Aaren,no_smartphone2
527,Kimmy,smartphone
223,Ernesta,no_smartphone3
833,Carilyn,smartphone
221,Catharine,smartphone
616,Nonnah,no_smartphone3
394,Nicoli,no_smartphone2
102,Gianina,no_smartphone3
246,Orelia,no_smartphone1
395,Lesly,no_smartphone1
829,Jean,smartphone
37,Mariann,no_smartphone3
570,Mildrid,no_smartphone2
351,Libbie,no_smartphone2
606,Phedra,no_smartphone3
972,Kary,no_smartphone2
901,Ebonee,smartphone
549,Ann-Marie,no_smartphone3
289,Shaine,smartphone
326,Olivette,no_smartphone2
103,Michaelina,no_smartphone2
873,Bibby,smartphone
154,Gisela,no_smartphone3
136,Delilah,no_smartphone3
77,Imojean,smartphone
359,Priscilla,no_smartphone2
587,Emma,no_smartphone1
748,Shauna,smartphone
885,Halette,smartphone
662,Hallie,no_smartphone3
779,Damaris,no_smartphone3
961,Vinita,no_smartphone2
215,Ursulina,no_smartphone3
987,Vere,smartphone
777,Damaris,no_smartphone3
256,Yvonne,no_smartphone1
346,Susette,smartphone
318,Di,no_smartphone2
350,Ethel,no_smartphone1
29,Celisse,no_smartphone3
922,Kary,no_smartphone2
136,Roseline,no_smartphone2
289,Alyda,no_smartphone1
537,Tani,smartphone
889,Kassey,smartphone
123,Rozele,no_smartphone3
842,Cyb,smartphone
483,Coral,no_smartphone1
997,Marita,no_smartphone1
233,Valeda,no_smartphone2
367,Isa,no_smartphone3
754,Gaylene,no_smartphone3
864,Eve,no_smartphone3
440,Jacquetta,no_smartphone2
511,Phylis,no_smartphone1
152,Emmey,no_smartphone3
48,Gavrielle,no_smartphone3
484,Cathie,no_smartphone3
240,Desirae,no_smartphone1
435,Ulrike,no_smartphone3
623,Mildrid,no_smartphone2
896,Eolanda,no_smartphone3
32,Lisette,no_smartphone3
702,Eugine,smartphone
812,Feliza,no_smartphone1
337,Aeriela,no_smartphone3
223,Annecorinne,no_smartphone1
450,Kamilah,smartphone
901,Aigneis,no_smartphone1
310,Starla,no_smartphone3
169,Dianemarie,no_smartphone2
274,Valera,no_smartphone3
159,Phedra,smartphone
57,Monika,smartphone
968,Ruthe,smartphone
48,Harmonia,no_smartphone1
777,Janey,smartphone
120,Marcelline,smartphone
414,Myrtice,smartphone
669,Kittie,smartphone
671,Ira,no_smartphone2
512,Beth,no_smartphone1
350,Arabel,no_smartphone3
746,Lanae,no_smartphone2
855,Gisela,no_smartphone3
963,Tonia,smartphone
124,Alex,no_smartphone3
522,Frieda,no_smartphone2
945,Merci,no_smartphone3
236,Heida,smartphone
593,Minne,no_smartphone2
608,Donetta,no_smartphone2
516,Ayn,no_smartphone1
527,Adriana,no_smartphone2
309,Sharlene,no_smartphone1
924,Candy,no_smartphone3
77,Riannon,no_smartphone1
127,Kamilah,no_smartphone1
364,Jany,smartphone
66,Adriana,no_smartphone2
269,Mureil,no_smartphone2
637,Wileen,no_smartphone2
893,Lilith,no_smartphone2
647,Emelina,smartphone
224,Emelina,no_smartphone1
547,Dione,no_smartphone1
754,Kristan,no_smartphone2
874,Berget,no_smartphone1
597,Oona,no_smartphone1
731,Cecile,no_smartphone3
457,Marylou,smartphone
48,Miquela,no_smartphone3
805,Audrie,no_smartphone2
756,Steffane,no_smartphone2
204,Kaja,no_smartphone2
761,Binny,no_smartphone3
341,Donetta,smartphone
761,Eadie,no_smartphone2
545,Lexine,no_smartphone2
998,Neila,no_smartphone3
732,Dacia,no_smartphone2
592,Eve,no_smartphone2
570,Alie,smartphone
59,Selma,no_smartphone1
255,Winny,no_smartphone3
470,Meghann,no_smartphone1
5,Dacia,no_smartphone2
950,Berget,smartphone
115,Fanny,smartphone
334,Sharai,no_smartphone1
153,Shel,smartphone
488,Ofilia,no_smartphone1
751,Paulita,smartphone
257,Winifred,no_smartphone3
366,Viki,no_smartphone1
886,Dominga,smartphone
417,Briney,no_smartphone2
585,Kerrin,no_smartphone1
799,Ira,no_smartphone2
721,Ivett,no_smartphone3
805,Rebeca,no_smartphone3
421,Kamilah,no_smartphone2
307,Malina,no_smartphone3
730,Kathi,smartphone
196,Tierney,no_smartphone3
818,Meriel,no_smartphone2
330,Renae,no_smartphone1
704,Mady,no_smartphone1
502,Taffy,smartphone
920,Marinna,no_smartphone2
658,Jessy,no_smartphone2
99,Elora,no_smartphone2
881,Allyce,no_smartphone2
584,Averyl,no_smartphone3
302,Arabel,no_smartphone3
482,Lusa,smartphone
439,Gretal,smartphone
231,Arlena,no_smartphone3
502,Meg,no_smartphone2
826,Vivia,no_smartphone1
684,Priscilla,no_smartphone2
861,Marleah,smartphone
112,Briney,no_smartphone3
503,Nickie,no_smartphone2
657,Melisent,smartphone
376,Nerta,no_smartphone2
55,Heddie,no_smartphone1
208,Josephine,no_smartphone1
902,Sean,no_smartphone3
547,Elfreda,no_smartphone1
58,Marsiella,no_smartphone2
824,Ilse,smartphone
44,Anallese,smartphone
28,June,no_smartphone3
611,Karena,no_smartphone2
322,Jean,no_smartphone2
46,Joane,no_smartphone3
632,Stevana,no_smartphone1
541,Tierney,no_smartphone3
990,Pierette,smartphone
985,Eadie,smartphone
391,Cherilyn,no_smartphone1
437,Cathie,no_smartphone3
269,Shaylyn,no_smartphone1
316,Rebeca,no_smartphone3
918,Fredericka,no_smartphone1
167,Lorenza,no_smartphone3
46,Blondelle,smartphone
278,Delilah,smartphone
331,Audrie,smartphone
918,Aaren,no_smartphone1
318,Corly,smartphone
723,Julieta,no_smartphone3
844,Cissiee,no_smartphone3
164,Kittie,no_smartphone1
893,Hettie,no_smartphone1
484,Christy,no_smartphone3
159,Jacenta,no_smartphone3
418,Carlie,no_smartphone3
498,Kayla,no_smartphone1
124,Arabel,smartphone
641,Dianemarie,no_smartphone3
584,Addia,no_smartphone1
719,Consuela,no_smartphone2
906,Jeanna,no_smartphone3
72,Ellette,no_smartphone2
799,Rosene,smartphone
608,Jaclyn,no_smartphone2
800,Florie,smartphone
283,Sean,no_smartphone3
89,Lanna,no_smartphone2
635,Lonnie,no_smartphone3
972,Shel,no_smartphone2
263,Sashenka,no_smartphone2
78,Jaclyn,no_smartphone2
76,Abbie,smartphone
771,Ardenia,smartphone
310,Andree,no_smartphone1
540,Florie,no_smartphone1
718,Sean,no_smartphone3
850,Lynnea,no_smartphone2
40,Kial,smartphone
99,Henriette,smartphone
453,Gilligan,no_smartphone3
914,Frances,no_smartphone3
861,Drucie,no_smartphone1
724,Georgetta,no_smartphone1
861,Sissy,no_smartphone3
643,Loree,no_smartphone1
981,Marti,no_smartphone3
904,Maud,no_smartphone2
341,Silvana,no_smartphone1
31,Mireielle,no_smartphone1
793,Perry,no_smartphone3
352,Benita,no_smartphone1
62,Karly,no_smartphone3
15,Dawn,smartphone
792,Halette,no_smartphone3
897,Tamqrah,no_smartphone1
909,Brena,smartphone
21,Georgina,no_smartphone3
850,Albertina,smartphone
256,Malina,no_smartphone3
418,Belva,no_smartphone3
4,Jany,no_smartphone1
517,Nyssa,smartphone
408,Fanny,no_smartphone1
644,Quintina,no_smartphone3
971,Heddie,no_smartphone1
1000,Shaine,no_smartphone1
394,Cindelyn,no_smartphone2
196,Britte,smartphone
930,Barbi,no_smartphone3
988,Norine,no_smartphone3
813,Meg,no_smartphone1
898,Carmencita,no_smartphone1
425,Dode,no_smartphone2
254,Gabriellia,smartphone
257,Ronna,no_smartphone2
896,Dede,no_smartphone1
877,Donetta,no_smartphone2
87,Deedee,no_smartphone3
135,Merle,no_smartphone3
716,Elfreda,smartphone
975,Sean,no_smartphone3
288,Tonia,smartphone
187,Magdalena,smartphone
626,Kary,no_smartphone2
756,June,no_smartphone2
978,Sherrie,no_smartphone1
304,Wileen,no_smartphone2
798,Teddie,no_smartphone3
279,Charmaine,no_smartphone1
682,Giustina,smartphone
439,Devina,no_smartphone3
563,Elie,no_smartphone3
171,Darci,no_smartphone2
532,Janenna,no_smartphone1
401,Flory,no_smartphone3
284,Kore,no_smartphone1
70,Melina,smartphone
831,Mathilda,no_smartphone1
721,Andree,no_smartphone2
635,Frank,no_smartphone2
148,Britni,smartphone
634,Dianemarie,no_smartphone1
57,Vanessa,smartphone
19,Molli,no_smartphone1
471,Mamie,no_smartphone1
583,Kerrin,no_smartphone1
971,Tori,no_smartphone1
661,Frank,no_smartphone1
127,Kaia,no_smartphone3
16,Lindie,no_smartphone2
203,Maisey,no_smartphone2
409,Elmira,smartphone
709,Kerrin,smartphone
121,Valera,smartphone
57,Anallese,no_smartphone3
703,Lizzie,no_smartphone3
463,Britte,smartphone
488,Steffane,no_smartphone3
57,Viviene,no_smartphone1
520,Nicoli,no_smartphone2
936,Ottilie,smartphone
687,Zia,no_smartphone2
690,Benita,no_smartphone3
932,Dorice,smartphone
123,Dorice,no_smartphone3
78,Chastity,no_smartphone2
481,Merle,smartphone
956,Malina,smartphone
315,Asia,no_smartphone1
970,Ericka,smartphone
996,Blinni,no_smartphone2
324,Chere,no_smartphone1
898,Konstance,no_smartphone1
600,Fernande,no_smartphone2
496,Beatriz,no_smartphone2
379,Yetty,no_smartphone2
750,Harrietta,no_smartphone2
223,Jaclyn,no_smartphone3
366,Quintina,no_smartphone3
794,Elfreda,no_smartphone1
100,Aigneis,no_smartphone2
519,Elmira,smartphone
729,Dale,no_smartphone1
218,Libbie,no_smartphone2
113,Dolli,smartphone
446,Tarra,no_smartphone3
79,Allis,no_smartphone2
820,Goldie,no_smartphone3
684,Shauna,no_smartphone3
948,Shandie,no_smartphone3
820,Ardenia,no_smartphone2
539,Gabriellia,no_smartphone1
626,Zsa Zsa,no_smartphone1
75,Devina,no_smartphone3
318,Rori,no_smartphone1
396,Larine,no_smartphone2
599,Zondra,no_smartphone1
534,Heddie,smartphone
799,Inga,smartphone
861,Bernie,no_smartphone1
844,Jemie,no_smartphone3
232,Gwenneth,no_smartphone3
5,Aaren,no_smartphone3
178,Julieta,smartphone
831,Fayre,no_smartphone3
193,Tracey,smartphone
866,Cherrita,no_smartphone3
636,Kaja,no_smartphone3
750,Meghann,no_smartphone1
510,Dagmar,no_smartphone3
899,Doralynne,no_smartphone2
202,Paulita,no_smartphone1
623,Tarra,smartphone
256,Cherilyn,no_smartphone3
40,Roxane,smartphone
422,Linet,smartphone
980,Berta,no_smartphone2
666,Philis,no_smartphone2
844,Rubie,no_smartphone1
665,Helsa,no_smartphone2
514,Ricky,no_smartphone1
957,Carolina,no_smartphone3
762,Correy,no_smartphone3
485,Alyssa,smartphone
685,Meghann,smartphone
282,Briney,smartphone
615,Tobe,smartphone
567,Carolina,no_smartphone3
723,Tarra,smartphone
495,Gerrie,no_smartphone1
403,Dagmar,no_smartphone1
257,Goldie,no_smartphone3
617,Lorne,no_smartphone2
246,Livvyy,no_smartphone1
994,Orelia,no_smartphone1
793,Jaime,no_smartphone1
412,Valera,no_smartphone1
717,Clarice,smartphone
276,Kaia,no_smartphone1
171,Lolita,no_smartphone1
852,Minne,no_smartphone3
768,Estell,no_smartphone2
706,Hollie,no_smartphone3
117,Agnese,no_smartphone3
